district,county,rep_unit,total,party,candidate,votes
6,DODGE,"City of BEAVER DAM Wards 1-2,4,16",674,SCATTERING,NA,0
6,DODGE,"City of BEAVER DAM Wards 3,5-7",558,REP,Glenn Grothman,558
6,DODGE,"City of BEAVER DAM Wards 3,5-7",558,IND,Tom Powell (write-in),0
6,DODGE,"City of BEAVER DAM Wards 3,5-7",558,SCATTERING,NA,0
6,DODGE,"City of BEAVER DAM Wards 8,11,19-20,23",1030,REP,Glenn Grothman,1030
6,DODGE,"City of BEAVER DAM Wards 8,11,19-20,23",1030,IND,Tom Powell (write-in),0
6,DODGE,"City of BEAVER DAM Wards 8,11,19-20,23",1030,SCATTERING,NA,0
6,DODGE,"City of BEAVER DAM Wards 9-10,12-15",894,REP,Glenn Grothman,894
6,DODGE,"City of BEAVER DAM Wards 9-10,12-15",894,IND,Tom Powell (write-in),0
6,DODGE,"City of BEAVER DAM Wards 9-10,12-15",894,SCATTERING,NA,0
6,DODGE,"City of BEAVER DAM Wards 17-18,21-22,24",718,REP,Glenn Grothman,718
6,DODGE,"City of BEAVER DAM Wards 17-18,21-22,24",718,IND,Tom Powell (write-in),0
6,DODGE,"City of BEAVER DAM Wards 17-18,21-22,24",718,SCATTERING,NA,0
6,DODGE,CITY OF COLUMBUS Ward 9,0,REP,Glenn Grothman,0
6,DODGE,CITY OF COLUMBUS Ward 9,0,IND,Tom Powell (write-in),0
6,DODGE,CITY OF COLUMBUS Ward 9,0,SCATTERING,NA,0
6,DODGE,City of FOX LAKE Wards 1-3,453,REP,Glenn Grothman,453
6,DODGE,City of FOX LAKE Wards 1-3,453,IND,Tom Powell (write-in),0
6,DODGE,City of FOX LAKE Wards 1-3,453,SCATTERING,NA,0
6,DODGE,City of MAYVILLE Wards 1-6,1761,REP,Glenn Grothman,1760
6,DODGE,City of MAYVILLE Wards 1-6,1761,IND,Tom Powell (write-in),1
6,DODGE,City of MAYVILLE Wards 1-6,1761,SCATTERING,NA,0
6,DODGE,City of WAUPUN Wards 1-8,1360,REP,Glenn Grothman,1359
6,DODGE,City of WAUPUN Wards 1-8,1360,IND,Tom Powell (write-in),1
6,DODGE,City of WAUPUN Wards 1-8,1360,SCATTERING,NA,0
6,DODGE,City of WAUPUN Wards 13-15,0,REP,Glenn Grothman,0
6,DODGE,City of WAUPUN Wards 13-15,0,IND,Tom Powell (write-in),0
6,DODGE,City of WAUPUN Wards 13-15,0,SCATTERING,NA,0
6,FOND DU LAC,Town of ALTO Wards 1-2,529,REP,Glenn Grothman,527
6,FOND DU LAC,Town of ALTO Wards 1-2,529,IND,Tom Powell (write-in),0
6,FOND DU LAC,Town of ALTO Wards 1-2,529,SCATTERING,NA,2
6,FOND DU LAC,Town of ASHFORD Wards 1-3,860,REP,Glenn Grothman,851
6,FOND DU LAC,Town of ASHFORD Wards 1-3,860,IND,Tom Powell (write-in),0
6,FOND DU LAC,Town of ASHFORD Wards 1-3,860,SCATTERING,NA,9
6,FOND DU LAC,Town of AUBURN Wards 1-3,1253,REP,Glenn Grothman,1245
6,FOND DU LAC,Town of AUBURN Wards 1-3,1253,IND,Tom Powell (write-in),1
6,FOND DU LAC,Town of AUBURN Wards 1-3,1253,SCATTERING,NA,7
6,FOND DU LAC,Town of BYRON Wards 1-2,818,REP,Glenn Grothman,810
6,FOND DU LAC,Town of BYRON Wards 1-2,818,IND,Tom Powell (write-in),0
6,FOND DU LAC,Town of BYRON Wards 1-2,818,SCATTERING,NA,8
6,FOND DU LAC,Town of CALUMET Wards 1-2,680,REP,Glenn Grothman,677
6,FOND DU LAC,Town of CALUMET Wards 1-2,680,IND,Tom Powell (write-in),0
6,FOND DU LAC,Town of CALUMET Wards 1-2,680,SCATTERING,NA,3
6,FOND DU LAC,Town of EDEN Wards 1-3,551,REP,Glenn Grothman,544
6,FOND DU LAC,Town of EDEN Wards 1-3,551,IND,Tom Powell (write-in),0
6,FOND DU LAC,Town of EDEN Wards 1-3,551,SCATTERING,NA,7
6,FOND DU LAC,Town of ELDORADO Wards 1-3,692,REP,Glenn Grothman,683
6,FOND DU LAC,Town of ELDORADO Wards 1-3,692,IND,Tom Powell (write-in),0
6,FOND DU LAC,Town of ELDORADO Wards 1-3,692,SCATTERING,NA,9
6,FOND DU LAC,Town of EMPIRE Wards 1-4,1316,REP,Glenn Grothman,1305
6,FOND DU LAC,Town of EMPIRE Wards 1-4,1316,IND,Tom Powell (write-in),2
6,FOND DU LAC,Town of EMPIRE Wards 1-4,1316,SCATTERING,NA,9
6,FOND DU LAC,"Town of FOND DU LAC Wards 1,2-9",1609,REP,Glenn Grothman,1582
6,FOND DU LAC,"Town of FOND DU LAC Wards 1,2-9",1609,IND,Tom Powell (write-in),0
6,FOND DU LAC,"Town of FOND DU LAC Wards 1,2-9",1609,SCATTERING,NA,27
6,FOND DU LAC,Town of FOREST Wards 1-2,529,REP,Glenn Grothman,527
6,FOND DU LAC,Town of FOREST Wards 1-2,529,IND,Tom Powell (write-in),0
6,FOND DU LAC,Town of FOREST Wards 1-2,529,SCATTERING,NA,2
6,FOND DU LAC,Town of FRIENDSHIP Wards 1-3,982,REP,Glenn Grothman,968
6,FOND DU LAC,Town of FRIENDSHIP Wards 1-3,982,IND,Tom Powell (write-in),1
6,FOND DU LAC,Town of FRIENDSHIP Wards 1-3,982,SCATTERING,NA,13
6,FOND DU LAC,Town of LAMARTINE Wards 1-2,850,REP,Glenn Grothman,849
6,FOND DU LAC,Town of LAMARTINE Wards 1-2,850,IND,Tom Powell (write-in),0
6,FOND DU LAC,Town of LAMARTINE Wards 1-2,850,SCATTERING,NA,1
6,FOND DU LAC,Town of MARSHFIELD Wards 1-2,564,REP,Glenn Grothman,560
6,FOND DU LAC,Town of MARSHFIELD Wards 1-2,564,IND,Tom Powell (write-in),0
6,FOND DU LAC,Town of MARSHFIELD Wards 1-2,564,SCATTERING,NA,4
6,FOND DU LAC,Town of METOMEN Wards 1-2,333,REP,Glenn Grothman,329
6,FOND DU LAC,Town of METOMEN Wards 1-2,333,IND,Tom Powell (write-in),2
6,FOND DU LAC,Town of METOMEN Wards 1-2,333,SCATTERING,NA,2
6,FOND DU LAC,Town of OAKFIELD Wards 1-2,318,REP,Glenn Grothman,315
6,FOND DU LAC,Town of OAKFIELD Wards 1-2,318,IND,Tom Powell (write-in),0
6,FOND DU LAC,Town of OAKFIELD Wards 1-2,318,SCATTERING,NA,3
6,FOND DU LAC,Town of OSCEOLA Wards 1-2,939,REP,Glenn Grothman,932
6,FOND DU LAC,Town of OSCEOLA Wards 1-2,939,IND,Tom Powell (write-in),2
6,FOND DU LAC,Town of OSCEOLA Wards 1-2,939,SCATTERING,NA,5
6,FOND DU LAC,Town of RIPON Wards 1-2,593,REP,Glenn Grothman,571
6,FOND DU LAC,Town of RIPON Wards 1-2,593,IND,Tom Powell (write-in),0
6,FOND DU LAC,Town of RIPON Wards 1-2,593,SCATTERING,NA,22
6,FOND DU LAC,Town of ROSENDALE Ward 1,303,REP,Glenn Grothman,300
6,FOND DU LAC,Town of ROSENDALE Ward 1,303,IND,Tom Powell (write-in),0
6,FOND DU LAC,Town of ROSENDALE Ward 1,303,SCATTERING,NA,3
6,FOND DU LAC,Town of SPRINGVALE Ward 1,330,REP,Glenn Grothman,327
6,FOND DU LAC,Town of SPRINGVALE Ward 1,330,IND,Tom Powell (write-in),0
6,FOND DU LAC,Town of SPRINGVALE Ward 1,330,SCATTERING,NA,3
6,FOND DU LAC,Town of TAYCHEEDAH Wards 1-6,2273,REP,Glenn Grothman,2247
6,FOND DU LAC,Town of TAYCHEEDAH Wards 1-6,2273,IND,Tom Powell (write-in),0
6,FOND DU LAC,Town of TAYCHEEDAH Wards 1-6,2273,SCATTERING,NA,26
6,FOND DU LAC,Town of WAUPUN Wards 1-2,688,REP,Glenn Grothman,678
6,FOND DU LAC,Town of WAUPUN Wards 1-2,688,IND,Tom Powell (write-in),1
6,FOND DU LAC,Town of WAUPUN Wards 1-2,688,SCATTERING,NA,9
6,FOND DU LAC,Village of BRANDON Ward 1,352,REP,Glenn Grothman,348
6,FOND DU LAC,Village of BRANDON Ward 1,352,IND,Tom Powell (write-in),0
6,FOND DU LAC,Village of BRANDON Ward 1,352,SCATTERING,NA,4
6,FOND DU LAC,Village of CAMPBELLSPORT Wards 1-4,748,REP,Glenn Grothman,734
6,FOND DU LAC,Village of CAMPBELLSPORT Wards 1-4,748,IND,Tom Powell (write-in),3
6,FOND DU LAC,Village of CAMPBELLSPORT Wards 1-4,748,SCATTERING,NA,11
6,FOND DU LAC,Village of EDEN Ward 1,285,REP,Glenn Grothman,282
6,FOND DU LAC,Village of EDEN Ward 1,285,IND,Tom Powell (write-in),0
6,FOND DU LAC,Village of EDEN Ward 1,285,SCATTERING,NA,3
6,FOND DU LAC,Village of FAIRWATER Ward 1,144,REP,Glenn Grothman,143
6,FOND DU LAC,Village of FAIRWATER Ward 1,144,IND,Tom Powell (write-in),0
6,FOND DU LAC,Village of FAIRWATER Ward 1,144,SCATTERING,NA,1
6,FOND DU LAC,VILLAGE OF KEWASKUM Ward 6,0,REP,Glenn Grothman,0
6,FOND DU LAC,VILLAGE OF KEWASKUM Ward 6,0,IND,Tom Powell (write-in),0
6,FOND DU LAC,VILLAGE OF KEWASKUM Ward 6,0,SCATTERING,NA,0
6,FOND DU LAC,Village of MOUNT CALVARY Ward 1,243,REP,Glenn Grothman,241
6,FOND DU LAC,Village of MOUNT CALVARY Ward 1,243,IND,Tom Powell (write-in),0
6,FOND DU LAC,Village of MOUNT CALVARY Ward 1,243,SCATTERING,NA,2
6,FOND DU LAC,"Village of NORTH FOND DU LAC Wards 1,2,3,4,5,6,7",1424,REP,Glenn Grothman,1422
6,FOND DU LAC,"Village of NORTH FOND DU LAC Wards 1,2,3,4,5,6,7",1424,IND,Tom Powell (write-in),2
6,FOND DU LAC,"Village of NORTH FOND DU LAC Wards 1,2,3,4,5,6,7",1424,SCATTERING,NA,0
6,FOND DU LAC,Village of OAKFIELD Wards 1-2,444,REP,Glenn Grothman,440
6,FOND DU LAC,Village of OAKFIELD Wards 1-2,444,IND,Tom Powell (write-in),0
6,FOND DU LAC,Village of OAKFIELD Wards 1-2,444,SCATTERING,NA,4
6,FOND DU LAC,Village of ROSENDALE Wards 1-2,422,REP,Glenn Grothman,418
6,FOND DU LAC,Village of ROSENDALE Wards 1-2,422,IND,Tom Powell (write-in),0
6,FOND DU LAC,Village of ROSENDALE Wards 1-2,422,SCATTERING,NA,4
6,FOND DU LAC,Village of ST. CLOUD Ward 1,238,REP,Glenn Grothman,238
6,FOND DU LAC,Village of ST. CLOUD Ward 1,238,IND,Tom Powell (write-in),0
6,FOND DU LAC,Village of ST. CLOUD Ward 1,238,SCATTERING,NA,0
6,FOND DU LAC,City of FOND DU LAC Ward 1,352,REP,Glenn Grothman,348
6,FOND DU LAC,City of FOND DU LAC Ward 1,352,IND,Tom Powell (write-in),1
6,FOND DU LAC,City of FOND DU LAC Ward 1,352,SCATTERING,NA,3
6,FOND DU LAC,City of FOND DU LAC Ward 2,305,REP,Glenn Grothman,296
6,FOND DU LAC,City of FOND DU LAC Ward 2,305,IND,Tom Powell (write-in),0
6,FOND DU LAC,City of FOND DU LAC Ward 2,305,SCATTERING,NA,9
6,FOND DU LAC,City of FOND DU LAC Ward 3,608,REP,Glenn Grothman,608
6,FOND DU LAC,City of FOND DU LAC Ward 3,608,IND,Tom Powell (write-in),0
6,FOND DU LAC,City of FOND DU LAC Ward 3,608,SCATTERING,NA,0
6,FOND DU LAC,City of FOND DU LAC Ward 4,376,REP,Glenn Grothman,367
6,FOND DU LAC,City of FOND DU LAC Ward 4,376,IND,Tom Powell (write-in),3
6,FOND DU LAC,City of FOND DU LAC Ward 4,376,SCATTERING,NA,6
6,FOND DU LAC,City of FOND DU LAC Ward 5,752,REP,Glenn Grothman,730
6,FOND DU LAC,City of FOND DU LAC Ward 5,752,IND,Tom Powell (write-in),0
6,FOND DU LAC,City of FOND DU LAC Ward 5,752,SCATTERING,NA,22
6,FOND DU LAC,City of FOND DU LAC Ward 6,416,REP,Glenn Grothman,406
6,FOND DU LAC,City of FOND DU LAC Ward 6,416,IND,Tom Powell (write-in),0
6,FOND DU LAC,City of FOND DU LAC Ward 6,416,SCATTERING,NA,10
6,FOND DU LAC,City of FOND DU LAC Ward 7,434,REP,Glenn Grothman,425
6,FOND DU LAC,City of FOND DU LAC Ward 7,434,IND,Tom Powell (write-in),1
6,FOND DU LAC,City of FOND DU LAC Ward 7,434,SCATTERING,NA,8
6,FOND DU LAC,City of FOND DU LAC Ward 8,554,REP,Glenn Grothman,537
6,FOND DU LAC,City of FOND DU LAC Ward 8,554,IND,Tom Powell (write-in),0
6,FOND DU LAC,City of FOND DU LAC Ward 8,554,SCATTERING,NA,17
6,FOND DU LAC,City of FOND DU LAC Ward 9,339,REP,Glenn Grothman,325
6,FOND DU LAC,City of FOND DU LAC Ward 9,339,IND,Tom Powell (write-in),1
6,FOND DU LAC,City of FOND DU LAC Ward 9,339,SCATTERING,NA,13
6,FOND DU LAC,City of FOND DU LAC Ward 10,551,REP,Glenn Grothman,522
6,FOND DU LAC,City of FOND DU LAC Ward 10,551,IND,Tom Powell (write-in),1
6,FOND DU LAC,City of FOND DU LAC Ward 10,551,SCATTERING,NA,28
6,FOND DU LAC,City of FOND DU LAC Ward 11,259,REP,Glenn Grothman,245
6,FOND DU LAC,City of FOND DU LAC Ward 11,259,IND,Tom Powell (write-in),0
6,FOND DU LAC,City of FOND DU LAC Ward 11,259,SCATTERING,NA,14
6,FOND DU LAC,City of FOND DU LAC Ward 12,591,REP,Glenn Grothman,571
6,FOND DU LAC,City of FOND DU LAC Ward 12,591,IND,Tom Powell (write-in),0
6,FOND DU LAC,City of FOND DU LAC Ward 12,591,SCATTERING,NA,20
6,FOND DU LAC,City of FOND DU LAC Ward 13,310,REP,Glenn Grothman,303
6,FOND DU LAC,City of FOND DU LAC Ward 13,310,IND,Tom Powell (write-in),1
6,FOND DU LAC,City of FOND DU LAC Ward 13,310,SCATTERING,NA,6
6,FOND DU LAC,City of FOND DU LAC Ward 14,450,REP,Glenn Grothman,443
6,FOND DU LAC,City of FOND DU LAC Ward 14,450,IND,Tom Powell (write-in),0
6,FOND DU LAC,City of FOND DU LAC Ward 14,450,SCATTERING,NA,7
6,FOND DU LAC,City of FOND DU LAC Ward 15,536,REP,Glenn Grothman,518
6,FOND DU LAC,City of FOND DU LAC Ward 15,536,IND,Tom Powell (write-in),0
6,FOND DU LAC,City of FOND DU LAC Ward 15,536,SCATTERING,NA,18
6,FOND DU LAC,City of FOND DU LAC Ward 16,643,REP,Glenn Grothman,625
6,FOND DU LAC,City of FOND DU LAC Ward 16,643,IND,Tom Powell (write-in),0
6,FOND DU LAC,City of FOND DU LAC Ward 16,643,SCATTERING,NA,18
6,FOND DU LAC,City of FOND DU LAC Ward 17,735,REP,Glenn Grothman,721
6,FOND DU LAC,City of FOND DU LAC Ward 17,735,IND,Tom Powell (write-in),0
6,FOND DU LAC,City of FOND DU LAC Ward 17,735,SCATTERING,NA,14
6,FOND DU LAC,City of FOND DU LAC Ward 18,1033,REP,Glenn Grothman,1009
6,FOND DU LAC,City of FOND DU LAC Ward 18,1033,IND,Tom Powell (write-in),0
6,FOND DU LAC,City of FOND DU LAC Ward 18,1033,SCATTERING,NA,24
6,FOND DU LAC,City of FOND DU LAC Ward 19,392,REP,Glenn Grothman,376
6,FOND DU LAC,City of FOND DU LAC Ward 19,392,IND,Tom Powell (write-in),1
6,FOND DU LAC,City of FOND DU LAC Ward 19,392,SCATTERING,NA,15
6,FOND DU LAC,City of FOND DU LAC Ward 20,734,REP,Glenn Grothman,713
6,FOND DU LAC,City of FOND DU LAC Ward 20,734,IND,Tom Powell (write-in),0
6,FOND DU LAC,City of FOND DU LAC Ward 20,734,SCATTERING,NA,21
6,FOND DU LAC,City of FOND DU LAC Ward 21,639,REP,Glenn Grothman,615
6,FOND DU LAC,City of FOND DU LAC Ward 21,639,IND,Tom Powell (write-in),3
6,FOND DU LAC,City of FOND DU LAC Ward 21,639,SCATTERING,NA,21
6,FOND DU LAC,City of FOND DU LAC Ward 22,594,REP,Glenn Grothman,580
6,FOND DU LAC,City of FOND DU LAC Ward 22,594,IND,Tom Powell (write-in),1
6,FOND DU LAC,City of FOND DU LAC Ward 22,594,SCATTERING,NA,13
6,FOND DU LAC,City of RIPON Wards 1-3,612,REP,Glenn Grothman,588
6,FOND DU LAC,City of RIPON Wards 1-3,612,IND,Tom Powell (write-in),3
6,FOND DU LAC,City of RIPON Wards 1-3,612,SCATTERING,NA,21
6,FOND DU LAC,City of RIPON Wards 4-6,558,REP,Glenn Grothman,527
6,FOND DU LAC,City of RIPON Wards 4-6,558,IND,Tom Powell (write-in),3
6,FOND DU LAC,City of RIPON Wards 4-6,558,SCATTERING,NA,28
6,FOND DU LAC,"City of RIPON Wards 7,8",502,REP,Glenn Grothman,485
6,FOND DU LAC,"City of RIPON Wards 7,8",502,IND,Tom Powell (write-in),2
6,FOND DU LAC,"City of RIPON Wards 7,8",502,SCATTERING,NA,15
6,FOND DU LAC,City of RIPON Wards 9-11,606,REP,Glenn Grothman,580
6,FOND DU LAC,City of RIPON Wards 9-11,606,IND,Tom Powell (write-in),7
6,FOND DU LAC,City of RIPON Wards 9-11,606,SCATTERING,NA,19
6,FOND DU LAC,"CITY OF WAUPUN Wards 9,10,11,12",1271,REP,Glenn Grothman,1237
6,FOND DU LAC,"CITY OF WAUPUN Wards 9,10,11,12",1271,IND,Tom Powell (write-in),1
6,FOND DU LAC,"CITY OF WAUPUN Wards 9,10,11,12",1271,SCATTERING,NA,33
6,GREEN LAKE,Town of BERLIN Wards 1-3,534,REP,Glenn Grothman,528
6,GREEN LAKE,Town of BERLIN Wards 1-3,534,IND,Tom Powell (write-in),1
6,GREEN LAKE,Town of BERLIN Wards 1-3,534,SCATTERING,NA,5
6,GREEN LAKE,Town of BROOKLYN Wards 1-3,917,REP,Glenn Grothman,878
6,GREEN LAKE,Town of BROOKLYN Wards 1-3,917,IND,Tom Powell (write-in),12
6,GREEN LAKE,Town of BROOKLYN Wards 1-3,917,SCATTERING,NA,27
6,GREEN LAKE,Town of GREEN LAKE Wards 1-2,614,REP,Glenn Grothman,601
6,GREEN LAKE,Town of GREEN LAKE Wards 1-2,614,IND,Tom Powell (write-in),3
6,GREEN LAKE,Town of GREEN LAKE Wards 1-2,614,SCATTERING,NA,10
6,GREEN LAKE,Town of KINGSTON Wards 1-2,229,REP,Glenn Grothman,224
6,GREEN LAKE,Town of KINGSTON Wards 1-2,229,IND,Tom Powell (write-in),0
6,GREEN LAKE,Town of KINGSTON Wards 1-2,229,SCATTERING,NA,5
6,GREEN LAKE,Town of MACKFORD Ward 1,242,REP,Glenn Grothman,241
6,GREEN LAKE,Town of MACKFORD Ward 1,242,IND,Tom Powell (write-in),0
6,GREEN LAKE,Town of MACKFORD Ward 1,242,SCATTERING,NA,1
6,GREEN LAKE,Town of MANCHESTER Ward 1,312,REP,Glenn Grothman,312
6,GREEN LAKE,Town of MANCHESTER Ward 1,312,IND,Tom Powell (write-in),0
6,GREEN LAKE,Town of MANCHESTER Ward 1,312,SCATTERING,NA,0
6,GREEN LAKE,Town of MARQUETTE Ward 1,227,REP,Glenn Grothman,225
6,GREEN LAKE,Town of MARQUETTE Ward 1,227,IND,Tom Powell (write-in),0
6,GREEN LAKE,Town of MARQUETTE Ward 1,227,SCATTERING,NA,2
6,GREEN LAKE,"Town of PRINCETON Wards 1,2,3",715,REP,Glenn Grothman,701
6,GREEN LAKE,"Town of PRINCETON Wards 1,2,3",715,IND,Tom Powell (write-in),0
6,GREEN LAKE,"Town of PRINCETON Wards 1,2,3",715,SCATTERING,NA,14
6,GREEN LAKE,Town of ST. MARIE Ward 1,173,REP,Glenn Grothman,168
6,GREEN LAKE,Town of ST. MARIE Ward 1,173,IND,Tom Powell (write-in),1
6,GREEN LAKE,Town of ST. MARIE Ward 1,173,SCATTERING,NA,4
6,GREEN LAKE,Town of SENECA Ward 1,168,REP,Glenn Grothman,167
6,GREEN LAKE,Town of SENECA Ward 1,168,IND,Tom Powell (write-in),1
6,GREEN LAKE,Town of SENECA Ward 1,168,SCATTERING,NA,0
6,GREEN LAKE,Village of KINGSTON Ward 1,136,REP,Glenn Grothman,136
6,GREEN LAKE,Village of KINGSTON Ward 1,136,IND,Tom Powell (write-in),0
6,GREEN LAKE,Village of KINGSTON Ward 1,136,SCATTERING,NA,0
6,GREEN LAKE,Village of MARQUETTE Ward 1,88,REP,Glenn Grothman,88
6,GREEN LAKE,Village of MARQUETTE Ward 1,88,IND,Tom Powell (write-in),0
6,GREEN LAKE,Village of MARQUETTE Ward 1,88,SCATTERING,NA,0
6,GREEN LAKE,City of BERLIN Wards 1-6,1470,REP,Glenn Grothman,1431
6,GREEN LAKE,City of BERLIN Wards 1-6,1470,IND,Tom Powell (write-in),2
6,GREEN LAKE,City of BERLIN Wards 1-6,1470,SCATTERING,NA,37
6,GREEN LAKE,City of GREEN LAKE Wards 1-4,397,REP,Glenn Grothman,374
6,GREEN LAKE,City of GREEN LAKE Wards 1-4,397,IND,Tom Powell (write-in),4
6,GREEN LAKE,City of GREEN LAKE Wards 1-4,397,SCATTERING,NA,19
6,GREEN LAKE,City of MARKESAN Wards 1-3,495,REP,Glenn Grothman,483
6,GREEN LAKE,City of MARKESAN Wards 1-3,495,IND,Tom Powell (write-in),0
6,GREEN LAKE,City of MARKESAN Wards 1-3,495,SCATTERING,NA,12
6,GREEN LAKE,City of PRINCETON Wards 1-4,432,REP,Glenn Grothman,420
6,GREEN LAKE,City of PRINCETON Wards 1-4,432,IND,Tom Powell (write-in),0
6,GREEN LAKE,City of PRINCETON Wards 1-4,432,SCATTERING,NA,12
6,MANITOWOC,Town of CATO Wards 1-3,702,REP,Glenn Grothman,694
6,MANITOWOC,Town of CATO Wards 1-3,702,IND,Tom Powell (write-in),0
6,MANITOWOC,Town of CATO Wards 1-3,702,SCATTERING,NA,8
6,MANITOWOC,Town of CENTERVILLE Ward 1,272,REP,Glenn Grothman,267
6,MANITOWOC,Town of CENTERVILLE Ward 1,272,IND,Tom Powell (write-in),0
6,MANITOWOC,Town of CENTERVILLE Ward 1,272,SCATTERING,NA,5
6,MANITOWOC,Town of COOPERSTOWN Wards 1-2,578,REP,Glenn Grothman,561
6,MANITOWOC,Town of COOPERSTOWN Wards 1-2,578,IND,Tom Powell (write-in),0
6,MANITOWOC,Town of COOPERSTOWN Wards 1-2,578,SCATTERING,NA,17
6,MANITOWOC,Town of EATON Ward 1,379,REP,Glenn Grothman,372
6,MANITOWOC,Town of EATON Ward 1,379,IND,Tom Powell (write-in),0
6,MANITOWOC,Town of EATON Ward 1,379,SCATTERING,NA,7
6,MANITOWOC,Town of FRANKLIN Wards 1-3,553,REP,Glenn Grothman,550
6,MANITOWOC,Town of FRANKLIN Wards 1-3,553,IND,Tom Powell (write-in),0
6,MANITOWOC,Town of FRANKLIN Wards 1-3,553,SCATTERING,NA,3
6,MANITOWOC,Town of GIBSON Wards 1-2,566,REP,Glenn Grothman,548
6,MANITOWOC,Town of GIBSON Wards 1-2,566,IND,Tom Powell (write-in),18
6,MANITOWOC,Town of GIBSON Wards 1-2,566,SCATTERING,NA,0
6,MANITOWOC,Town of KOSSUTH Wards 1-3,861,REP,Glenn Grothman,834
6,MANITOWOC,Town of KOSSUTH Wards 1-3,861,IND,Tom Powell (write-in),0
6,MANITOWOC,Town of KOSSUTH Wards 1-3,861,SCATTERING,NA,27
6,MANITOWOC,Town of LIBERTY Wards 1-2,597,REP,Glenn Grothman,585
6,MANITOWOC,Town of LIBERTY Wards 1-2,597,IND,Tom Powell (write-in),0
6,MANITOWOC,Town of LIBERTY Wards 1-2,597,SCATTERING,NA,12
6,MANITOWOC,Town of MANITOWOC Wards 1-2,443,REP,Glenn Grothman,438
6,MANITOWOC,Town of MANITOWOC Wards 1-2,443,IND,Tom Powell (write-in),5
6,MANITOWOC,Town of MANITOWOC Wards 1-2,443,SCATTERING,NA,0
6,MANITOWOC,"Town of MANITOWOC RAPIDS Wards 1,2,3,4",1083,REP,Glenn Grothman,1056
6,MANITOWOC,"Town of MANITOWOC RAPIDS Wards 1,2,3,4",1083,IND,Tom Powell (write-in),1
6,MANITOWOC,"Town of MANITOWOC RAPIDS Wards 1,2,3,4",1083,SCATTERING,NA,26
6,MANITOWOC,Town of MAPLE GROVE Ward 1,346,REP,Glenn Grothman,344
6,MANITOWOC,Town of MAPLE GROVE Ward 1,346,IND,Tom Powell (write-in),2
6,MANITOWOC,Town of MAPLE GROVE Ward 1,346,SCATTERING,NA,0
6,MANITOWOC,Town of MEEME Wards 1-2,697,REP,Glenn Grothman,677
6,MANITOWOC,Town of MEEME Wards 1-2,697,IND,Tom Powell (write-in),0
6,MANITOWOC,Town of MEEME Wards 1-2,697,SCATTERING,NA,20
6,MANITOWOC,Town of MISHICOT Wards 1-2,541,REP,Glenn Grothman,517
6,MANITOWOC,Town of MISHICOT Wards 1-2,541,IND,Tom Powell (write-in),0
6,MANITOWOC,Town of MISHICOT Wards 1-2,541,SCATTERING,NA,24
6,MANITOWOC,Town of NEWTON Wards 1-3,983,REP,Glenn Grothman,948
6,MANITOWOC,Town of NEWTON Wards 1-3,983,IND,Tom Powell (write-in),0
6,MANITOWOC,Town of NEWTON Wards 1-3,983,SCATTERING,NA,35
6,MANITOWOC,Town of ROCKLAND Wards 1-2,430,REP,Glenn Grothman,428
6,MANITOWOC,Town of ROCKLAND Wards 1-2,430,IND,Tom Powell (write-in),0
6,MANITOWOC,Town of ROCKLAND Wards 1-2,430,SCATTERING,NA,2
6,MANITOWOC,Town of SCHLESWIG Wards 1-2,934,REP,Glenn Grothman,898
6,MANITOWOC,Town of SCHLESWIG Wards 1-2,934,IND,Tom Powell (write-in),0
6,MANITOWOC,Town of SCHLESWIG Wards 1-2,934,SCATTERING,NA,36
6,MANITOWOC,Town of TWO CREEKS Ward 1,192,REP,Glenn Grothman,187
6,MANITOWOC,Town of TWO CREEKS Ward 1,192,IND,Tom Powell (write-in),0
6,MANITOWOC,Town of TWO CREEKS Ward 1,192,SCATTERING,NA,5
6,MANITOWOC,Town of TWO RIVERS Wards 1-3,704,REP,Glenn Grothman,684
6,MANITOWOC,Town of TWO RIVERS Wards 1-3,704,IND,Tom Powell (write-in),0
6,MANITOWOC,Town of TWO RIVERS Wards 1-3,704,SCATTERING,NA,20
6,MANITOWOC,Village of CLEVELAND Wards 1-2,541,REP,Glenn Grothman,514
6,MANITOWOC,Village of CLEVELAND Wards 1-2,541,IND,Tom Powell (write-in),3
6,MANITOWOC,Village of CLEVELAND Wards 1-2,541,SCATTERING,NA,24
6,MANITOWOC,Village of FRANCIS CREEK Ward 1,269,REP,Glenn Grothman,259
6,MANITOWOC,Village of FRANCIS CREEK Ward 1,269,IND,Tom Powell (write-in),0
6,MANITOWOC,Village of FRANCIS CREEK Ward 1,269,SCATTERING,NA,10
6,MANITOWOC,Village of KELLNERSVILLE Ward 1,106,REP,Glenn Grothman,102
6,MANITOWOC,Village of KELLNERSVILLE Ward 1,106,IND,Tom Powell (write-in),0
6,MANITOWOC,Village of KELLNERSVILLE Ward 1,106,SCATTERING,NA,4
6,MANITOWOC,Village of MARIBEL Ward 1,116,REP,Glenn Grothman,116
6,MANITOWOC,Village of MARIBEL Ward 1,116,IND,Tom Powell (write-in),0
6,MANITOWOC,Village of MARIBEL Ward 1,116,SCATTERING,NA,0
6,MANITOWOC,"Village of MISHICOT Wards 1,2",537,REP,Glenn Grothman,521
6,MANITOWOC,"Village of MISHICOT Wards 1,2",537,IND,Tom Powell (write-in),0
