district,county,rep_unit,total,party,candidate,votes
8,MARINETTE,City of MARINETTE Wards 5-6,657,REP,Mike Gallagher,439
8,MARINETTE,City of MARINETTE Wards 5-6,657,LIB,Jacob J. VandenPlas,68
8,MARINETTE,City of MARINETTE Wards 5-6,657,DEM2,Robbie Hoffman (write-in),1
8,MARINETTE,City of MARINETTE Wards 5-6,657,IND,Paul David Boucher,125
8,MARINETTE,City of MARINETTE Wards 5-6,657,...8,NA,NA
8,MARINETTE,City of MARINETTE Wards 5-6,657,DEM3,Julie Hancock (write-in),10
8,MARINETTE,City of MARINETTE Wards 5-6,657,SCATTERING,NA,14
8,MARINETTE,City of MARINETTE Wards 7-8,890,REP,Mike Gallagher,621
8,MARINETTE,City of MARINETTE Wards 7-8,890,LIB,Jacob J. VandenPlas,77
8,MARINETTE,City of MARINETTE Wards 7-8,890,DEM2,Robbie Hoffman (write-in),1
8,MARINETTE,City of MARINETTE Wards 7-8,890,IND,Paul David Boucher,165
8,MARINETTE,City of MARINETTE Wards 7-8,890,...8,NA,NA
8,MARINETTE,City of MARINETTE Wards 7-8,890,DEM3,Julie Hancock (write-in),12
8,MARINETTE,City of MARINETTE Wards 7-8,890,SCATTERING,NA,14
8,MARINETTE,City of NIAGARA Wards 1-3,552,REP,Mike Gallagher,426
8,MARINETTE,City of NIAGARA Wards 1-3,552,LIB,Jacob J. VandenPlas,32
8,MARINETTE,City of NIAGARA Wards 1-3,552,DEM2,Robbie Hoffman (write-in),0
8,MARINETTE,City of NIAGARA Wards 1-3,552,IND,Paul David Boucher,85
8,MARINETTE,City of NIAGARA Wards 1-3,552,...8,NA,NA
8,MARINETTE,City of NIAGARA Wards 1-3,552,DEM3,Julie Hancock (write-in),3
8,MARINETTE,City of NIAGARA Wards 1-3,552,SCATTERING,NA,6
8,MARINETTE,City of PESHTIGO Wards 1-2,354,REP,Mike Gallagher,259
8,MARINETTE,City of PESHTIGO Wards 1-2,354,LIB,Jacob J. VandenPlas,29
8,MARINETTE,City of PESHTIGO Wards 1-2,354,DEM2,Robbie Hoffman (write-in),0
8,MARINETTE,City of PESHTIGO Wards 1-2,354,IND,Paul David Boucher,56
8,MARINETTE,City of PESHTIGO Wards 1-2,354,...8,NA,NA
8,MARINETTE,City of PESHTIGO Wards 1-2,354,DEM3,Julie Hancock (write-in),5
8,MARINETTE,City of PESHTIGO Wards 1-2,354,SCATTERING,NA,5
8,MARINETTE,City of PESHTIGO Wards 3-4,423,REP,Mike Gallagher,338
8,MARINETTE,City of PESHTIGO Wards 3-4,423,LIB,Jacob J. VandenPlas,29
8,MARINETTE,City of PESHTIGO Wards 3-4,423,DEM2,Robbie Hoffman (write-in),0
8,MARINETTE,City of PESHTIGO Wards 3-4,423,IND,Paul David Boucher,48
8,MARINETTE,City of PESHTIGO Wards 3-4,423,...8,NA,NA
8,MARINETTE,City of PESHTIGO Wards 3-4,423,DEM3,Julie Hancock (write-in),4
8,MARINETTE,City of PESHTIGO Wards 3-4,423,SCATTERING,NA,4
8,MARINETTE,City of PESHTIGO Wards 5-7,423,REP,Mike Gallagher,335
8,MARINETTE,City of PESHTIGO Wards 5-7,423,LIB,Jacob J. VandenPlas,33
8,MARINETTE,City of PESHTIGO Wards 5-7,423,DEM2,Robbie Hoffman (write-in),0
8,MARINETTE,City of PESHTIGO Wards 5-7,423,IND,Paul David Boucher,47
8,MARINETTE,City of PESHTIGO Wards 5-7,423,...8,NA,NA
8,MARINETTE,City of PESHTIGO Wards 5-7,423,DEM3,Julie Hancock (write-in),3
8,MARINETTE,City of PESHTIGO Wards 5-7,423,SCATTERING,NA,5
8,MENOMINEE,"Town of MENOMINEE Wards 1,3-5",824,REP,Mike Gallagher,384
8,MENOMINEE,"Town of MENOMINEE Wards 1,3-5",824,LIB,Jacob J. VandenPlas,111
8,MENOMINEE,"Town of MENOMINEE Wards 1,3-5",824,DEM2,Robbie Hoffman (write-in),2
8,MENOMINEE,"Town of MENOMINEE Wards 1,3-5",824,IND,Paul David Boucher,325
8,MENOMINEE,"Town of MENOMINEE Wards 1,3-5",824,...8,NA,NA
8,MENOMINEE,"Town of MENOMINEE Wards 1,3-5",824,DEM3,Julie Hancock (write-in),2
8,MENOMINEE,"Town of MENOMINEE Wards 1,3-5",824,SCATTERING,NA,0
8,MENOMINEE,Town of MENOMINEE Ward 2,86,REP,Mike Gallagher,26
8,MENOMINEE,Town of MENOMINEE Ward 2,86,LIB,Jacob J. VandenPlas,20
8,MENOMINEE,Town of MENOMINEE Ward 2,86,DEM2,Robbie Hoffman (write-in),0
8,MENOMINEE,Town of MENOMINEE Ward 2,86,IND,Paul David Boucher,40
8,MENOMINEE,Town of MENOMINEE Ward 2,86,...8,NA,NA
8,MENOMINEE,Town of MENOMINEE Ward 2,86,DEM3,Julie Hancock (write-in),0
8,MENOMINEE,Town of MENOMINEE Ward 2,86,SCATTERING,NA,0
8,OCONTO,Town of ABRAMS Wards 1-3,1095,REP,Mike Gallagher,815
8,OCONTO,Town of ABRAMS Wards 1-3,1095,LIB,Jacob J. VandenPlas,164
8,OCONTO,Town of ABRAMS Wards 1-3,1095,DEM2,Robbie Hoffman (write-in),0
8,OCONTO,Town of ABRAMS Wards 1-3,1095,IND,Paul David Boucher,103
8,OCONTO,Town of ABRAMS Wards 1-3,1095,...8,NA,NA
8,OCONTO,Town of ABRAMS Wards 1-3,1095,DEM3,Julie Hancock (write-in),11
8,OCONTO,Town of ABRAMS Wards 1-3,1095,SCATTERING,NA,2
8,OCONTO,Town of BAGLEY Ward 1,168,REP,Mike Gallagher,150
8,OCONTO,Town of BAGLEY Ward 1,168,LIB,Jacob J. VandenPlas,9
8,OCONTO,Town of BAGLEY Ward 1,168,DEM2,Robbie Hoffman (write-in),0
8,OCONTO,Town of BAGLEY Ward 1,168,IND,Paul David Boucher,9
8,OCONTO,Town of BAGLEY Ward 1,168,...8,NA,NA
8,OCONTO,Town of BAGLEY Ward 1,168,DEM3,Julie Hancock (write-in),0
8,OCONTO,Town of BAGLEY Ward 1,168,SCATTERING,NA,0
8,OCONTO,"Town of BRAZEAU Wards 1,2",788,REP,Mike Gallagher,654
8,OCONTO,"Town of BRAZEAU Wards 1,2",788,LIB,Jacob J. VandenPlas,45
8,OCONTO,"Town of BRAZEAU Wards 1,2",788,DEM2,Robbie Hoffman (write-in),0
8,OCONTO,"Town of BRAZEAU Wards 1,2",788,IND,Paul David Boucher,81
8,OCONTO,"Town of BRAZEAU Wards 1,2",788,...8,NA,NA
8,OCONTO,"Town of BRAZEAU Wards 1,2",788,DEM3,Julie Hancock (write-in),6
8,OCONTO,"Town of BRAZEAU Wards 1,2",788,SCATTERING,NA,2
8,OCONTO,Town of BREED Ward 1,357,REP,Mike Gallagher,287
8,OCONTO,Town of BREED Ward 1,357,LIB,Jacob J. VandenPlas,31
8,OCONTO,Town of BREED Ward 1,357,DEM2,Robbie Hoffman (write-in),0
8,OCONTO,Town of BREED Ward 1,357,IND,Paul David Boucher,36
8,OCONTO,Town of BREED Ward 1,357,...8,NA,NA
8,OCONTO,Town of BREED Ward 1,357,DEM3,Julie Hancock (write-in),3
8,OCONTO,Town of BREED Ward 1,357,SCATTERING,NA,0
8,OCONTO,Town of CHASE Wards 1-5,1534,REP,Mike Gallagher,1263
8,OCONTO,Town of CHASE Wards 1-5,1534,LIB,Jacob J. VandenPlas,111
8,OCONTO,Town of CHASE Wards 1-5,1534,DEM2,Robbie Hoffman (write-in),0
8,OCONTO,Town of CHASE Wards 1-5,1534,IND,Paul David Boucher,147
8,OCONTO,Town of CHASE Wards 1-5,1534,...8,NA,NA
8,OCONTO,Town of CHASE Wards 1-5,1534,DEM3,Julie Hancock (write-in),9
8,OCONTO,Town of CHASE Wards 1-5,1534,SCATTERING,NA,4
8,OCONTO,Town of DOTY Ward 1,202,REP,Mike Gallagher,169
8,OCONTO,Town of DOTY Ward 1,202,LIB,Jacob J. VandenPlas,6
8,OCONTO,Town of DOTY Ward 1,202,DEM2,Robbie Hoffman (write-in),0
8,OCONTO,Town of DOTY Ward 1,202,IND,Paul David Boucher,24
8,OCONTO,Town of DOTY Ward 1,202,...8,NA,NA
8,OCONTO,Town of DOTY Ward 1,202,DEM3,Julie Hancock (write-in),2
8,OCONTO,Town of DOTY Ward 1,202,SCATTERING,NA,1
8,OCONTO,Town of GILLETT Wards 1-2,537,REP,Mike Gallagher,418
8,OCONTO,Town of GILLETT Wards 1-2,537,LIB,Jacob J. VandenPlas,79
8,OCONTO,Town of GILLETT Wards 1-2,537,DEM2,Robbie Hoffman (write-in),0
8,OCONTO,Town of GILLETT Wards 1-2,537,IND,Paul David Boucher,36
8,OCONTO,Town of GILLETT Wards 1-2,537,...8,NA,NA
8,OCONTO,Town of GILLETT Wards 1-2,537,DEM3,Julie Hancock (write-in),3
8,OCONTO,Town of GILLETT Wards 1-2,537,SCATTERING,NA,1
8,OCONTO,Town of HOW Ward 1,278,REP,Mike Gallagher,230
8,OCONTO,Town of HOW Ward 1,278,LIB,Jacob J. VandenPlas,31
8,OCONTO,Town of HOW Ward 1,278,DEM2,Robbie Hoffman (write-in),0
8,OCONTO,Town of HOW Ward 1,278,IND,Paul David Boucher,16
8,OCONTO,Town of HOW Ward 1,278,...8,NA,NA
8,OCONTO,Town of HOW Ward 1,278,DEM3,Julie Hancock (write-in),0
8,OCONTO,Town of HOW Ward 1,278,SCATTERING,NA,1
8,OCONTO,Town of LAKEWOOD Ward 1,525,REP,Mike Gallagher,412
8,OCONTO,Town of LAKEWOOD Ward 1,525,LIB,Jacob J. VandenPlas,31
8,OCONTO,Town of LAKEWOOD Ward 1,525,DEM2,Robbie Hoffman (write-in),0
8,OCONTO,Town of LAKEWOOD Ward 1,525,IND,Paul David Boucher,72
8,OCONTO,Town of LAKEWOOD Ward 1,525,...8,NA,NA
8,OCONTO,Town of LAKEWOOD Ward 1,525,DEM3,Julie Hancock (write-in),6
8,OCONTO,Town of LAKEWOOD Ward 1,525,SCATTERING,NA,4
8,OCONTO,Town of LENA Ward 1,335,REP,Mike Gallagher,275
8,OCONTO,Town of LENA Ward 1,335,LIB,Jacob J. VandenPlas,26
8,OCONTO,Town of LENA Ward 1,335,DEM2,Robbie Hoffman (write-in),0
8,OCONTO,Town of LENA Ward 1,335,IND,Paul David Boucher,34
8,OCONTO,Town of LENA Ward 1,335,...8,NA,NA
8,OCONTO,Town of LENA Ward 1,335,DEM3,Julie Hancock (write-in),0
8,OCONTO,Town of LENA Ward 1,335,SCATTERING,NA,0
8,OCONTO,Town of LITTLE RIVER Wards 1-2,499,REP,Mike Gallagher,413
8,OCONTO,Town of LITTLE RIVER Wards 1-2,499,LIB,Jacob J. VandenPlas,37
8,OCONTO,Town of LITTLE RIVER Wards 1-2,499,DEM2,Robbie Hoffman (write-in),0
8,OCONTO,Town of LITTLE RIVER Wards 1-2,499,IND,Paul David Boucher,49
8,OCONTO,Town of LITTLE RIVER Wards 1-2,499,...8,NA,NA
8,OCONTO,Town of LITTLE RIVER Wards 1-2,499,DEM3,Julie Hancock (write-in),0
8,OCONTO,Town of LITTLE RIVER Wards 1-2,499,SCATTERING,NA,0
8,OCONTO,Town of LITTLE SUAMICO Wards 1-9,2792,REP,Mike Gallagher,2270
8,OCONTO,Town of LITTLE SUAMICO Wards 1-9,2792,LIB,Jacob J. VandenPlas,239
8,OCONTO,Town of LITTLE SUAMICO Wards 1-9,2792,DEM2,Robbie Hoffman (write-in),0
8,OCONTO,Town of LITTLE SUAMICO Wards 1-9,2792,IND,Paul David Boucher,259
8,OCONTO,Town of LITTLE SUAMICO Wards 1-9,2792,...8,NA,NA
8,OCONTO,Town of LITTLE SUAMICO Wards 1-9,2792,DEM3,Julie Hancock (write-in),15
8,OCONTO,Town of LITTLE SUAMICO Wards 1-9,2792,SCATTERING,NA,9
8,OCONTO,Town of MAPLE VALLEY Ward 1,323,REP,Mike Gallagher,255
8,OCONTO,Town of MAPLE VALLEY Ward 1,323,LIB,Jacob J. VandenPlas,51
8,OCONTO,Town of MAPLE VALLEY Ward 1,323,DEM2,Robbie Hoffman (write-in),0
8,OCONTO,Town of MAPLE VALLEY Ward 1,323,IND,Paul David Boucher,16
8,OCONTO,Town of MAPLE VALLEY Ward 1,323,...8,NA,NA
8,OCONTO,Town of MAPLE VALLEY Ward 1,323,DEM3,Julie Hancock (write-in),0
8,OCONTO,Town of MAPLE VALLEY Ward 1,323,SCATTERING,NA,1
8,OCONTO,Town of MORGAN Wards 1-2,546,REP,Mike Gallagher,444
8,OCONTO,Town of MORGAN Wards 1-2,546,LIB,Jacob J. VandenPlas,55
8,OCONTO,Town of MORGAN Wards 1-2,546,DEM2,Robbie Hoffman (write-in),0
8,OCONTO,Town of MORGAN Wards 1-2,546,IND,Paul David Boucher,40
8,OCONTO,Town of MORGAN Wards 1-2,546,...8,NA,NA
8,OCONTO,Town of MORGAN Wards 1-2,546,DEM3,Julie Hancock (write-in),6
8,OCONTO,Town of MORGAN Wards 1-2,546,SCATTERING,NA,1
8,OCONTO,Town of MOUNTAIN Ward 1,495,REP,Mike Gallagher,372
8,OCONTO,Town of MOUNTAIN Ward 1,495,LIB,Jacob J. VandenPlas,29
8,OCONTO,Town of MOUNTAIN Ward 1,495,DEM2,Robbie Hoffman (write-in),0
8,OCONTO,Town of MOUNTAIN Ward 1,495,IND,Paul David Boucher,87
8,OCONTO,Town of MOUNTAIN Ward 1,495,...8,NA,NA
8,OCONTO,Town of MOUNTAIN Ward 1,495,DEM3,Julie Hancock (write-in),6
8,OCONTO,Town of MOUNTAIN Ward 1,495,SCATTERING,NA,1
8,OCONTO,"Town of OCONTO Wards 1,2",647,REP,Mike Gallagher,543
8,OCONTO,"Town of OCONTO Wards 1,2",647,LIB,Jacob J. VandenPlas,42
8,OCONTO,"Town of OCONTO Wards 1,2",647,DEM2,Robbie Hoffman (write-in),0
8,OCONTO,"Town of OCONTO Wards 1,2",647,IND,Paul David Boucher,60
8,OCONTO,"Town of OCONTO Wards 1,2",647,...8,NA,NA
8,OCONTO,"Town of OCONTO Wards 1,2",647,DEM3,Julie Hancock (write-in),2
8,OCONTO,"Town of OCONTO Wards 1,2",647,SCATTERING,NA,0
8,OCONTO,Town of OCONTO FALLS Wards 1-2,639,REP,Mike Gallagher,514
8,OCONTO,Town of OCONTO FALLS Wards 1-2,639,LIB,Jacob J. VandenPlas,59
8,OCONTO,Town of OCONTO FALLS Wards 1-2,639,DEM2,Robbie Hoffman (write-in),0
8,OCONTO,Town of OCONTO FALLS Wards 1-2,639,IND,Paul David Boucher,64
8,OCONTO,Town of OCONTO FALLS Wards 1-2,639,...8,NA,NA
8,OCONTO,Town of OCONTO FALLS Wards 1-2,639,DEM3,Julie Hancock (write-in),0
8,OCONTO,Town of OCONTO FALLS Wards 1-2,639,SCATTERING,NA,2
8,OCONTO,Town of PENSAUKEE Wards 1-2,730,REP,Mike Gallagher,568
8,OCONTO,Town of PENSAUKEE Wards 1-2,730,LIB,Jacob J. VandenPlas,72
8,OCONTO,Town of PENSAUKEE Wards 1-2,730,DEM2,Robbie Hoffman (write-in),0
8,OCONTO,Town of PENSAUKEE Wards 1-2,730,IND,Paul David Boucher,83
8,OCONTO,Town of PENSAUKEE Wards 1-2,730,...8,NA,NA
8,OCONTO,Town of PENSAUKEE Wards 1-2,730,DEM3,Julie Hancock (write-in),6
8,OCONTO,Town of PENSAUKEE Wards 1-2,730,SCATTERING,NA,1
8,OCONTO,Town of RIVERVIEW Wards 1-2,482,REP,Mike Gallagher,374
8,OCONTO,Town of RIVERVIEW Wards 1-2,482,LIB,Jacob J. VandenPlas,30
8,OCONTO,Town of RIVERVIEW Wards 1-2,482,DEM2,Robbie Hoffman (write-in),0
8,OCONTO,Town of RIVERVIEW Wards 1-2,482,IND,Paul David Boucher,75
8,OCONTO,Town of RIVERVIEW Wards 1-2,482,...8,NA,NA
8,OCONTO,Town of RIVERVIEW Wards 1-2,482,DEM3,Julie Hancock (write-in),1
8,OCONTO,Town of RIVERVIEW Wards 1-2,482,SCATTERING,NA,2
8,OCONTO,Town of SPRUCE Ward 1,432,REP,Mike Gallagher,348
8,OCONTO,Town of SPRUCE Ward 1,432,LIB,Jacob J. VandenPlas,44
8,OCONTO,Town of SPRUCE Ward 1,432,DEM2,Robbie Hoffman (write-in),0
8,OCONTO,Town of SPRUCE Ward 1,432,IND,Paul David Boucher,38
8,OCONTO,Town of SPRUCE Ward 1,432,...8,NA,NA
8,OCONTO,Town of SPRUCE Ward 1,432,DEM3,Julie Hancock (write-in),1
8,OCONTO,Town of SPRUCE Ward 1,432,SCATTERING,NA,1
8,OCONTO,Town of STILES Wards 1-2,759,REP,Mike Gallagher,607
8,OCONTO,Town of STILES Wards 1-2,759,LIB,Jacob J. VandenPlas,70
8,OCONTO,Town of STILES Wards 1-2,759,DEM2,Robbie Hoffman (write-in),1
8,OCONTO,Town of STILES Wards 1-2,759,IND,Paul David Boucher,78
8,OCONTO,Town of STILES Wards 1-2,759,...8,NA,NA
8,OCONTO,Town of STILES Wards 1-2,759,DEM3,Julie Hancock (write-in),1
8,OCONTO,Town of STILES Wards 1-2,759,SCATTERING,NA,2
8,OCONTO,Town of TOWNSEND Wards 1-2,691,REP,Mike Gallagher,541
8,OCONTO,Town of TOWNSEND Wards 1-2,691,LIB,Jacob J. VandenPlas,47
8,OCONTO,Town of TOWNSEND Wards 1-2,691,DEM2,Robbie Hoffman (write-in),0
8,OCONTO,Town of TOWNSEND Wards 1-2,691,IND,Paul David Boucher,97
8,OCONTO,Town of TOWNSEND Wards 1-2,691,...8,NA,NA
8,OCONTO,Town of TOWNSEND Wards 1-2,691,DEM3,Julie Hancock (write-in),5
8,OCONTO,Town of TOWNSEND Wards 1-2,691,SCATTERING,NA,1
8,OCONTO,Town of UNDERHILL Ward 1,385,REP,Mike Gallagher,289
8,OCONTO,Town of UNDERHILL Ward 1,385,LIB,Jacob J. VandenPlas,35
8,OCONTO,Town of UNDERHILL Ward 1,385,DEM2,Robbie Hoffman (write-in),0
8,OCONTO,Town of UNDERHILL Ward 1,385,IND,Paul David Boucher,60
8,OCONTO,Town of UNDERHILL Ward 1,385,...8,NA,NA
8,OCONTO,Town of UNDERHILL Ward 1,385,DEM3,Julie Hancock (write-in),1
8,OCONTO,Town of UNDERHILL Ward 1,385,SCATTERING,NA,0
8,OCONTO,Village of LENA Ward 1,218,REP,Mike Gallagher,181
8,OCONTO,Village of LENA Ward 1,218,LIB,Jacob J. VandenPlas,15
8,OCONTO,Village of LENA Ward 1,218,DEM2,Robbie Hoffman (write-in),0
8,OCONTO,Village of LENA Ward 1,218,IND,Paul David Boucher,21
8,OCONTO,Village of LENA Ward 1,218,...8,NA,NA
8,OCONTO,Village of LENA Ward 1,218,DEM3,Julie Hancock (write-in),1
8,OCONTO,Village of LENA Ward 1,218,SCATTERING,NA,0
8,OCONTO,VILLAGE OF PULASKI Ward 5,0,REP,Mike Gallagher,0
8,OCONTO,VILLAGE OF PULASKI Ward 5,0,LIB,Jacob J. VandenPlas,0
8,OCONTO,VILLAGE OF PULASKI Ward 5,0,DEM2,Robbie Hoffman (write-in),0
8,OCONTO,VILLAGE OF PULASKI Ward 5,0,IND,Paul David Boucher,0
8,OCONTO,VILLAGE OF PULASKI Ward 5,0,...8,NA,NA
8,OCONTO,VILLAGE OF PULASKI Ward 5,0,DEM3,Julie Hancock (write-in),0
8,OCONTO,VILLAGE OF PULASKI Ward 5,0,SCATTERING,NA,0
8,OCONTO,Village of SURING Ward 1,167,REP,Mike Gallagher,140
8,OCONTO,Village of SURING Ward 1,167,LIB,Jacob J. VandenPlas,17
8,OCONTO,Village of SURING Ward 1,167,DEM2,Robbie Hoffman (write-in),0
8,OCONTO,Village of SURING Ward 1,167,IND,Paul David Boucher,10
8,OCONTO,Village of SURING Ward 1,167,...8,NA,NA
8,OCONTO,Village of SURING Ward 1,167,DEM3,Julie Hancock (write-in),0
8,OCONTO,Village of SURING Ward 1,167,SCATTERING,NA,0
8,OCONTO,City of GILLETT Wards 1-3,463,REP,Mike Gallagher,354
8,OCONTO,City of GILLETT Wards 1-3,463,LIB,Jacob J. VandenPlas,54
8,OCONTO,City of GILLETT Wards 1-3,463,DEM2,Robbie Hoffman (write-in),0
8,OCONTO,City of GILLETT Wards 1-3,463,IND,Paul David Boucher,54
8,OCONTO,City of GILLETT Wards 1-3,463,...8,NA,NA
8,OCONTO,City of GILLETT Wards 1-3,463,DEM3,Julie Hancock (write-in),0
8,OCONTO,City of GILLETT Wards 1-3,463,SCATTERING,NA,1
8,OCONTO,City of OCONTO Wards 1-7,1608,REP,Mike Gallagher,1190
8,OCONTO,City of OCONTO Wards 1-7,1608,LIB,Jacob J. VandenPlas,150
8,OCONTO,City of OCONTO Wards 1-7,1608,DEM2,Robbie Hoffman (write-in),0
8,OCONTO,City of OCONTO Wards 1-7,1608,IND,Paul David Boucher,239
8,OCONTO,City of OCONTO Wards 1-7,1608,...8,NA,NA
8,OCONTO,City of OCONTO Wards 1-7,1608,DEM3,Julie Hancock (write-in),25
8,OCONTO,City of OCONTO Wards 1-7,1608,SCATTERING,NA,4
8,OCONTO,City of OCONTO FALLS Wards 1-5,1127,REP,Mike Gallagher,834
8,OCONTO,City of OCONTO FALLS Wards 1-5,1127,LIB,Jacob J. VandenPlas,142
8,OCONTO,City of OCONTO FALLS Wards 1-5,1127,DEM2,Robbie Hoffman (write-in),1
8,OCONTO,City of OCONTO FALLS Wards 1-5,1127,IND,Paul David Boucher,139
8,OCONTO,City of OCONTO FALLS Wards 1-5,1127,...8,NA,NA
8,OCONTO,City of OCONTO FALLS Wards 1-5,1127,DEM3,Julie Hancock (write-in),5
8,OCONTO,City of OCONTO FALLS Wards 1-5,1127,SCATTERING,NA,6
8,OUTAGAMIE,Town of BLACK CREEK Wards 1-2,660,REP,Mike Gallagher,558
8,OUTAGAMIE,Town of BLACK CREEK Wards 1-2,660,LIB,Jacob J. VandenPlas,44
8,OUTAGAMIE,Town of BLACK CREEK Wards 1-2,660,DEM2,Robbie Hoffman (write-in),0
8,OUTAGAMIE,Town of BLACK CREEK Wards 1-2,660,IND,Paul David Boucher,58
8,OUTAGAMIE,Town of BLACK CREEK Wards 1-2,660,...8,NA,NA
8,OUTAGAMIE,Town of BLACK CREEK Wards 1-2,660,DEM3,Julie Hancock (write-in),0
8,OUTAGAMIE,Town of BLACK CREEK Wards 1-2,660,SCATTERING,NA,0
8,OUTAGAMIE,Town of BOVINA Wards 1-2,552,REP,Mike Gallagher,461
8,OUTAGAMIE,Town of BOVINA Wards 1-2,552,LIB,Jacob J. VandenPlas,36
8,OUTAGAMIE,Town of BOVINA Wards 1-2,552,DEM2,Robbie Hoffman (write-in),0
8,OUTAGAMIE,Town of BOVINA Wards 1-2,552,IND,Paul David Boucher,54
8,OUTAGAMIE,Town of BOVINA Wards 1-2,552,...8,NA,NA
8,OUTAGAMIE,Town of BOVINA Wards 1-2,552,DEM3,Julie Hancock (write-in),1
8,OUTAGAMIE,Town of BOVINA Wards 1-2,552,SCATTERING,NA,0
8,OUTAGAMIE,Town of BUCHANAN Wards 1-9,3237,REP,Mike Gallagher,2401
8,OUTAGAMIE,Town of BUCHANAN Wards 1-9,3237,LIB,Jacob J. VandenPlas,317
8,OUTAGAMIE,Town of BUCHANAN Wards 1-9,3237,DEM2,Robbie Hoffman (write-in),1
8,OUTAGAMIE,Town of BUCHANAN Wards 1-9,3237,IND,Paul David Boucher,504
8,OUTAGAMIE,Town of BUCHANAN Wards 1-9,3237,...8,NA,NA
8,OUTAGAMIE,Town of BUCHANAN Wards 1-9,3237,DEM3,Julie Hancock (write-in),14
8,OUTAGAMIE,Town of BUCHANAN Wards 1-9,3237,SCATTERING,NA,0
8,OUTAGAMIE,"Town of CENTER Wards 1,2,3,4,5",2041,REP,Mike Gallagher,1681
8,OUTAGAMIE,"Town of CENTER Wards 1,2,3,4,5",2041,LIB,Jacob J. VandenPlas,124
8,OUTAGAMIE,"Town of CENTER Wards 1,2,3,4,5",2041,DEM2,Robbie Hoffman (write-in),1
8,OUTAGAMIE,"Town of CENTER Wards 1,2,3,4,5",2041,IND,Paul David Boucher,228
8,OUTAGAMIE,"Town of CENTER Wards 1,2,3,4,5",2041,...8,NA,NA
8,OUTAGAMIE,"Town of CENTER Wards 1,2,3,4,5",2041,DEM3,Julie Hancock (write-in),7
8,OUTAGAMIE,"Town of CENTER Wards 1,2,3,4,5",2041,SCATTERING,NA,0
8,OUTAGAMIE,Town of CICERO Wards 1-2,495,REP,Mike Gallagher,389
